ClientID,Age,Location,Gender,DatePremierAchat,DateDernierAchat,MontantTotalDepense,FrequenceAchats,PanierMoyen,Canal,CAC_Estime,Newsletter,ScoreSatisfaction,DerniereVisiteSite,CategoriePreferee,ProduitsDifferentsAchetes,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Cluster,Segment_Label
CLIENT_0997,30,Barbenec,M,2024-06-30,2025-12-09,42.46,4,10.62,Social,15,True,2,0,Loisirs,1,1,4,42.46,5,4,1,541,3,Loyal
CLIENT_0998,49,Perret,F,2024-06-02,2024-06-12,33.82,4,8.46,Email,8,True,2,524,Électronique,4,546,4,33.82,2,4,1,241,1,A risque
CLIENT_0999,41,Sanchez,F,2024-05-02,2024-12-03,50.19,3,16.73,Reference,5,True,5,347,Mode,2,372,3,50.19,3,3,2,332,1,A risque
CLIENT_1000,43,Hubert,F,2023-11-17,2024-03-28,47.51,7,6.79,Direct,0,True,4,609,Loisirs,9,622,7,47.51,2,5,2,252,1,A risque
CLIENT_1001,67,Techer-la-Forêt,F,2025-07-17,2025-12-09,194.23,3,64.74,Email,8,False,3,0,Maison,6,1,3,194.23,5,3,4,534,3,Loyal
CLIENT_1002,18,Sainte Genevièvenec,F,2022-12-10,2023-07-02,44.3,1,44.3,SEA,25,True,3,879,Loisirs,5,892,1,44.3,1,1,2,112,4,Dormant
CLIENT_1003,25,Sainte Genevièvenec,F,2024-07-31,2025-11-16,345.02,5,69.0,Direct,0,False,4,0,Alimentation,10,24,5,345.02,4,5,4,454,3,Loyal
CLIENT_1004,42,Grenier,F,2025-09-09,2025-11-10,45.33,3,15.11,SEA,25,True,3,11,Loisirs,3,30,3,45.33,4,3,2,432,1,A risque
CLIENT_1005,37,Delorme,F,2023-10-27,2023-12-31,209.47,2,104.73,Email,8,False,4,704,Loisirs,8,710,2,209.47,1,2,4,124,4,Dormant
CLIENT_1006,23,Leconte-sur-Masson,F,2023-03-12,2023-08-15,197.68,4,49.42,Social,15,True,3,839,Alimentation,3,848,4,197.68,1,4,4,144,1,A risque
CLIENT_1007,34,Gimenez,F,2023-10-16,2024-07-04,38.82,5,7.76,SEA,25,False,3,519,Mode,4,524,5,38.82,2,5,1,251,1,A risque
CLIENT_1008,46,Perret,M,2025-08-11,2025-12-09,127.45,4,31.86,Social,15,True,3,0,Loisirs,7,1,4,127.45,5,4,3,543,3,Loyal
CLIENT_1009,43,Barbenec,M,2025-02-07,2025-04-08,1429.64,4,357.41,Social,15,False,5,216,Mode,4,246,4,1429.64,3,4,5,345,0,A risque
CLIENT_1010,35,Hubert,M,2025-04-06,2025-12-09,83.01,3,27.67,Email,8,True,4,0,Alimentation,7,1,3,83.01,5,3,3,533,3,Loyal
CLIENT_1011,22,Grenier,F,2025-09-24,2025-12-09,128.9,4,32.23,Direct,0,True,4,0,Maison,5,1,4,128.9,5,4,3,543,3,Loyal
CLIENT_1012,60,Techer-la-Forêt,M,2024-02-11,2024-04-14,51.08,4,12.77,Email,8,False,5,590,Mode,8,605,4,51.08,2,4,2,242,1,A risque
CLIENT_1013,60,Sanchez,F,2023-02-21,2024-06-03,36.74,2,18.37,Email,8,False,2,538,Maison,6,555,2,36.74,2,2,1,221,4,Dormant
CLIENT_1014,37,Meunier,F,2023-12-31,2024-05-20,288.55,3,96.18,SEA,25,False,4,556,Maison,2,569,3,288.55,2,3,4,234,1,A risque
CLIENT_1015,38,BonninVille,M,2023-05-02,2023-09-26,61.48,5,12.3,Email,8,True,2,800,Loisirs,8,806,5,61.48,1,5,2,152,1,A risque
CLIENT_1016,32,Maillard,F,2025-04-23,2025-05-20,39.78,2,19.89,Social,15,True,3,175,Alimentation,6,204,2,39.78,3,2,1,321,4,Dormant
CLIENT_1017,47,Baudry,F,2024-11-19,2025-08-25,35.05,1,35.05,SEA,25,True,4,96,Maison,4,107,1,35.05,4,1,1,411,4,Dormant
CLIENT_1018,59,BonninVille,M,2025-07-31,2025-12-09,53.31,3,17.77,Email,8,True,3,0,Mode,10,1,3,53.31,5,3,2,532,3,Loyal
CLIENT_1019,46,CaronBourg,M,2024-07-18,2025-12-09,43.21,1,43.21,Reference,5,True,4,0,Alimentation,7,1,1,43.21,5,1,2,512,2,Potentiel
CLIENT_1020,38,Deschamps,F,2024-10-24,2025-07-09,78.54,1,78.54,Email,8,False,5,151,Alimentation,1,154,1,78.54,3,1,3,313,4,Dormant
CLIENT_1021,47,Deschamps,M,2025-06-26,2025-10-22,128.7,4,32.17,Email,8,False,3,22,Alimentation,4,49,4,128.7,4,4,3,443,1,A risque
CLIENT_1022,54,Deschamps,M,2024-01-12,2024-04-27,41.98,2,20.99,Email,8,True,4,588,Alimentation,6,592,2,41.98,2,2,1,221,4,Dormant
CLIENT_1023,50,Gimenez,F,2024-11-13,2025-01-11,53.74,3,17.91,Social,15,True,3,303,Électronique,5,333,3,53.74,3,3,2,332,1,A risque
CLIENT_1024,44,CaronBourg,F,2023-06-11,2024-06-04,212.86,4,53.22,Email,8,True,5,529,Loisirs,9,554,4,212.86,2,4,4,244,1,A risque
CLIENT_1025,42,Deschamps,F,2024-12-07,2025-04-09,110.46,2,55.23,Email,8,True,3,241,Alimentation,9,245,2,110.46,3,2,3,323,4,Dormant
CLIENT_1026,51,Maillard,M,2025-10-15,2025-12-09,46.08,4,11.52,SEA,25,True,3,0,Maison,1,1,4,46.08,5,4,2,542,3,Loyal
CLIENT_1027,38,Perret,F,2025-11-21,2025-12-09,62.35,2,31.18,Direct,0,True,4,0,Maison,8,1,2,62.35,5,2,2,522,2,Potentiel
CLIENT_1028,41,Sanchez,M,2023-12-07,2024-01-20,191.52,4,47.88,Social,15,True,4,666,Loisirs,9,690,4,191.52,1,4,4,144,1,A risque
CLIENT_1029,43,Baudry,F,2023-10-06,2023-12-18,380.93,3,126.98,Social,15,False,5,707,Électronique,1,723,3,380.93,1,3,5,135,1,A risque
CLIENT_1030,47,Baudry,F,2023-04-11,2023-08-05,30.68,4,7.67,Social,15,True,4,852,Maison,1,858,4,30.68,1,4,1,141,1,A risque
CLIENT_1031,18,Sainte Christophe,F,2025-01-30,2025-04-20,70.08,3,23.36,SEA,25,True,4,220,Mode,7,234,3,70.08,3,3,3,333,1,A risque
CLIENT_1032,39,Maillard,M,2024-12-26,2025-04-17,298.18,5,59.64,Social,15,True,4,212,Mode,2,237,5,298.18,3,5,4,354,1,A risque
CLIENT_1033,57,Gimenez,F,2025-08-31,2025-12-09,40.41,2,20.2,Email,8,True,3,0,Alimentation,6,1,2,40.41,5,2,1,521,2,Potentiel
CLIENT_1034,63,CaronBourg,F,2023-07-20,2023-07-30,223.96,1,223.96,Social,15,False,5,849,Loisirs,6,864,1,223.96,1,1,4,114,4,Dormant
CLIENT_1035,25,CaronBourg,F,2025-01-02,2025-06-24,62.94,4,15.73,Email,8,True,5,160,Électronique,10,169,4,62.94,3,4,2,342,1,A risque
CLIENT_1036,43,Sainte Christophe,M,2023-03-20,2024-06-29,303.59,6,50.6,Email,8,False,5,519,Électronique,2,529,6,303.59,2,5,4,254,1,A risque
CLIENT_1037,35,Grenier,M,2025-09-02,2025-12-09,35.4,1,35.4,Email,8,True,4,0,Mode,8,1,1,35.4,5,1,1,511,2,Potentiel
CLIENT_1038,39,CaronBourg,M,2024-09-19,2025-02-14,476.72,1,476.72,SEA,25,True,5,281,Électronique,6,299,1,476.72,3,1,5,315,4,Dormant
CLIENT_1039,48,Peronnec,M,2023-08-24,2024-01-14,88.85,2,44.42,Direct,0,False,4,687,Loisirs,1,696,2,88.85,1,2,3,123,4,Dormant
CLIENT_1040,30,Hubert,M,2022-12-21,2023-05-06,693.69,3,231.23,Social,15,True,3,927,Loisirs,9,949,3,693.69,1,3,5,135,0,A risque
CLIENT_1041,18,Deschamps,F,2023-03-08,2025-12-09,52.76,5,10.55,Email,8,False,3,0,Mode,6,1,5,52.76,5,5,2,552,3,Loyal
CLIENT_1042,60,Sanchez,M,2023-08-14,2024-02-21,53.75,3,17.92,Email,8,True,3,651,Électronique,6,658,3,53.75,1,3,2,132,1,A risque
CLIENT_1043,25,Baudry,M,2023-09-23,2024-10-25,34.01,4,8.5,Reference,5,True,3,383,Loisirs,2,411,4,34.01,2,4,1,241,1,A risque
CLIENT_1044,37,Meunier,F,2025-08-10,2025-11-20,44.24,1,44.24,SEA,25,True,4,0,Mode,3,20,1,44.24,4,1,2,412,2,Potentiel
CLIENT_1045,21,Sainte Genevièvenec,F,2024-03-25,2025-02-09,84.39,2,42.2,Social,15,True,5,286,Mode,9,304,2,84.39,3,2,3,323,4,Dormant
CLIENT_1046,44,Hubert,F,2023-04-30,2023-08-19,111.99,7,16.0,Email,8,True,4,833,Mode,3,844,7,111.99,1,5,3,153,1,A risque
CLIENT_1047,22,Meunier,M,2024-09-19,2024-09-27,120.3,3,40.1,SEA,25,True,1,430,Loisirs,2,439,3,120.3,2,3,3,233,1,A risque
CLIENT_1048,56,BonninVille,M,2024-01-08,2024-04-12,70.55,1,70.55,SEA,25,False,1,599,Alimentation,2,607,1,70.55,2,1,3,213,4,Dormant
CLIENT_1049,35,Delorme,M,2023-10-16,2024-04-11,942.27,2,471.13,SEA,25,True,3,598,Alimentation,4,608,2,942.27,2,2,5,225,0,A risque
CLIENT_1050,24,Gimenez,M,2023-07-03,2023-10-20,130.79,3,43.6,Reference,5,True,5,776,Maison,3,782,3,130.79,1,3,4,134,1,A risque
CLIENT_1051,35,Baudry,F,2023-11-23,2024-07-07,34.67,5,6.93,Social,15,True,3,519,Électronique,10,521,5,34.67,2,5,1,251,1,A risque
CLIENT_1052,18,BonninVille,F,2024-04-16,2024-05-11,3570.56,2,1785.28,SEA,25,False,4,549,Électronique,2,578,2,3570.56,2,2,5,225,0,A risque
CLIENT_1053,57,BonninVille,M,2024-04-29,2025-12-04,50.8,2,25.4,Direct,0,True,4,0,Mode,8,6,2,50.8,4,2,2,422,2,Potentiel
CLIENT_1054,32,Hubert,M,2025-10-27,2025-12-09,4303.14,2,2151.57,SEA,25,False,3,0,Maison,5,1,2,4303.14,5,2,5,525,0,A risque
CLIENT_1055,36,Sanchez,F,2024-09-09,2025-06-25,186.01,4,46.5,Social,15,False,5,145,Électronique,10,168,4,186.01,3,4,4,344,1,A risque
CLIENT_1056,29,Techer-la-Forêt,M,2023-12-21,2025-02-02,82.23,2,41.12,Email,8,False,4,280,Électronique,3,311,2,82.23,3,2,3,323,4,Dormant
CLIENT_1057,43,Barbenec,F,2025-08-08,2025-12-09,270.72,4,67.68,Email,8,True,5,0,Mode,9,1,4,270.72,5,4,4,544,3,Loyal
CLIENT_1058,48,Baudry,F,2023-04-20,2023-06-02,37.28,3,12.43,Email,8,True,3,892,Loisirs,9,922,3,37.28,1,3,1,131,1,A risque
CLIENT_1059,51,Hubert,M,2023-10-18,2024-03-06,200.05,2,100.03,SEA,25,True,2,630,Électronique,2,644,2,200.05,1,2,4,124,4,Dormant
CLIENT_1060,53,Meunier,F,2025-01-17,2025-09-21,49.34,2,24.67,Social,15,True,4,72,Maison,3,80,2,49.34,4,2,2,422,4,Dormant
CLIENT_1061,53,Grenier,M,2024-03-18,2025-12-09,57.49,1,57.49,Direct,0,True,4,0,Alimentation,10,1,1,57.49,5,1,2,512,2,Potentiel
CLIENT_1062,43,Grenier,F,2024-09-16,2024-12-13,70.42,1,70.42,Email,8,True,2,349,Loisirs,3,362,1,70.42,3,1,3,313,4,Dormant
CLIENT_1063,37,Sainte Margotboeuf,F,2025-08-29,2025-10-28,13013.65,1,13013.65,Direct,0,True,5,16,Loisirs,6,43,1,13013.65,4,1,5,415,0,A risque
CLIENT_1064,53,Deschamps,F,2025-09-20,2025-12-05,31.74,2,15.87,Social,15,False,3,0,Maison,2,5,2,31.74,4,2,1,421,2,Potentiel
CLIENT_1065,42,Meunier,M,2024-02-29,2024-09-16,281.04,2,140.52,SEA,25,True,2,441,Alimentation,10,450,2,281.04,2,2,4,224,4,Dormant
CLIENT_1066,28,Hubert,F,2025-07-19,2025-12-09,38.89,2,19.45,Social,15,False,2,0,Loisirs,9,1,2,38.89,5,2,1,521,2,Potentiel
CLIENT_1067,18,Techer-la-Forêt,M,2025-08-15,2025-12-09,150.21,1,150.21,Email,8,True,5,0,Maison,5,1,1,150.21,5,1,4,514,2,Potentiel
CLIENT_1068,39,Leconte-sur-Masson,F,2025-07-15,2025-10-11,12742.1,5,2548.42,Social,15,True,5,37,Mode,6,60,5,12742.1,4,5,5,455,0,A risque
CLIENT_1069,33,Baudry,F,2025-04-21,2025-05-17,21029.08,4,5257.27,Social,15,True,5,195,Électronique,2,207,4,21029.08,3,4,5,345,0,A risque
CLIENT_1070,62,Perret,F,2023-02-21,2023-09-24,224.05,4,56.01,Social,15,False,3,803,Électronique,1,808,4,224.05,1,4,4,144,1,A risque
CLIENT_1071,46,Maillard,F,2024-05-17,2024-12-23,34.08,3,11.36,SEA,25,False,5,350,Alimentation,9,352,3,34.08,3,3,1,331,1,A risque
CLIENT_1072,46,Gimenez,M,2024-07-10,2024-07-19,13608.56,2,6804.28,Social,15,True,5,489,Électronique,3,509,2,13608.56,2,2,5,225,0,A risque
CLIENT_1073,24,Barbenec,M,2022-12-24,2024-04-08,9447.51,2,4723.76,Email,8,True,4,586,Alimentation,2,611,2,9447.51,2,2,5,225,0,A risque
CLIENT_1074,58,Sainte Genevièvenec,M,2025-03-13,2025-12-09,33.71,6,5.62,Social,15,True,5,0,Électronique,4,1,6,33.71,5,5,1,551,3,Loyal
CLIENT_1075,34,Sainte Christophe,M,2025-06-26,2025-12-09,333.88,6,55.65,Reference,5,False,5,0,Mode,1,1,6,333.88,5,5,4,554,3,Loyal
CLIENT_1076,56,Peronnec,F,2023-11-16,2023-12-09,43.81,1,43.81,Social,15,True,3,712,Loisirs,2,732,1,43.81,1,1,2,112,4,Dormant
CLIENT_1077,53,Meunier,M,2024-01-06,2024-06-15,1473.79,1,1473.79,SEA,25,True,5,538,Électronique,5,543,1,1473.79,2,1,5,215,0,A risque
CLIENT_1078,49,Hubert,M,2024-02-08,2025-12-09,512.22,4,128.06,SEA,25,True,5,0,Loisirs,3,1,4,512.22,5,4,5,545,3,Loyal
CLIENT_1079,45,Sanchez,F,2025-11-20,2025-12-09,58.23,2,29.11,Email,8,True,4,0,Mode,7,1,2,58.23,5,2,2,522,2,Potentiel
CLIENT_1080,42,Leconte-sur-Masson,M,2024-10-20,2025-12-09,48.4,3,16.13,Email,8,False,3,0,Loisirs,8,1,3,48.4,5,3,2,532,3,Loyal
CLIENT_1081,35,Grenier,F,2023-09-14,2025-11-21,1587.86,1,1587.86,Email,8,True,5,9,Mode,8,19,1,1587.86,4,1,5,415,0,A risque
CLIENT_1082,47,Perret,M,2024-08-09,2024-08-13,38.06,5,7.61,Email,8,True,3,479,Mode,4,484,5,38.06,2,5,1,251,1,A risque
CLIENT_1083,35,Meunier,F,2023-08-10,2024-04-09,170.51,2,85.25,Email,8,False,3,599,Mode,6,610,2,170.51,2,2,4,224,4,Dormant
CLIENT_1084,69,Sainte Christophe,M,2023-06-21,2024-03-09,234.98,3,78.33,Social,15,True,3,615,Loisirs,6,641,3,234.98,2,3,4,234,1,A risque
CLIENT_1085,29,Meunier,M,2023-03-19,2024-02-16,169.1,1,169.1,Email,8,False,4,654,Loisirs,2,663,1,169.1,1,1,4,114,4,Dormant
CLIENT_1086,67,Sainte Margotboeuf,M,2023-08-25,2024-11-19,347.74,3,115.91,SEA,25,False,5,367,Alimentation,4,386,3,347.74,3,3,4,334,1,A risque
CLIENT_1087,63,Techer-la-Forêt,F,2025-08-11,2025-08-23,139.72,3,46.57,Direct,0,False,2,92,Électronique,9,109,3,139.72,4,3,4,434,1,A risque
CLIENT_1088,30,Gimenez,F,2023-03-26,2023-04-22,535.76,1,535.76,Social,15,False,5,956,Loisirs,6,963,1,535.76,1,1,5,115,4,Dormant
CLIENT_1089,27,Leconte-sur-Masson,F,2023-01-21,2024-08-27,33.26,4,8.31,Direct,0,False,3,457,Mode,6,470,4,33.26,2,4,1,241,1,A risque
CLIENT_1090,62,Hubert,M,2025-11-23,2025-12-09,56.92,5,11.38,SEA,25,True,3,0,Maison,3,1,5,56.92,5,5,2,552,3,Loyal
CLIENT_1091,23,Techer-la-Forêt,F,2023-02-27,2023-12-22,403.86,1,403.86,SEA,25,True,5,695,Maison,8,719,1,403.86,1,1,5,115,4,Dormant
CLIENT_1092,43,Meunier,F,2024-01-01,2025-12-09,152.21,1,152.21,Social,15,True,5,0,Mode,10,1,1,152.21,5,1,4,514,2,Potentiel
CLIENT_1093,53,Sainte Margotboeuf,M,2025-08-25,2025-11-20,183.85,4,45.96,Reference,5,True,5,0,Alimentation,7,20,4,183.85,4,4,4,444,3,Loyal
CLIENT_1094,28,Meunier,M,2023-03-14,2023-03-25,47.78,2,23.89,SEA,25,False,3,973,Alimentation,4,991,2,47.78,1,2,2,122,4,Dormant
CLIENT_1095,31,Leconte-sur-Masson,M,2024-10-26,2025-12-09,80.48,2,40.24,Reference,5,True,4,0,Électronique,4,1,2,80.48,5,2,3,523,2,Potentiel
CLIENT_1096,43,Leconte-sur-Masson,F,2023-08-24,2024-01-10,40.69,1,40.69,Direct,0,False,4,676,Loisirs,2,700,1,40.69,1,1,1,111,4,Dormant
CLIENT_1097,18,Deschamps,F,2025-07-27,2025-08-21,313.8,1,313.8,SEA,25,False,5,87,Loisirs,4,111,1,313.8,4,1,4,414,4,Dormant
CLIENT_1098,18,Techer-la-Forêt,M,2025-11-03,2025-12-09,302.13,4,75.53,Direct,0,True,4,0,Alimentation,10,1,4,302.13,5,4,4,544,3,Loyal
CLIENT_1099,35,Sainte Genevièvenec,M,2025-03-24,2025-09-08,37.27,2,18.64,Reference,5,False,3,89,Loisirs,4,93,2,37.27,4,2,1,421,4,Dormant
CLIENT_1100,59,Techer-la-Forêt,M,2023-05-29,2023-12-08,40.31,2,20.16,Social,15,False,2,709,Mode,6,733,2,40.31,1,2,1,121,4,Dormant
CLIENT_1101,20,Sanchez,M,2024-11-05,2025-02-06,132.86,1,132.86,Email,8,True,3,289,Alimentation,1,307,1,132.86,3,1,4,314,4,Dormant
CLIENT_1102,72,Maillard,M,2024-09-21,2025-11-09,4376.14,2,2188.07,Direct,0,False,5,16,Alimentation,1,31,2,4376.14,4,2,5,425,0,A risque
CLIENT_1103,21,Sainte Margotboeuf,M,2023-10-18,2025-02-21,49.54,5,9.91,Social,15,True,5,272,Mode,10,292,5,49.54,3,5,2,352,1,A risque
CLIENT_1104,34,Grenier,M,2023-05-15,2025-04-26,72.0,2,36.0,Direct,0,False,4,213,Alimentation,10,228,2,72.0,3,2,3,323,4,Dormant
CLIENT_1105,43,Peronnec,F,2025-06-28,2025-12-09,131.57,5,26.31,Social,15,False,5,0,Loisirs,7,1,5,131.57,5,5,4,554,3,Loyal
CLIENT_1106,18,Techer-la-Forêt,F,2023-05-31,2024-02-14,1218.56,4,304.64,Social,15,True,5,639,Alimentation,2,665,4,1218.56,1,4,5,145,0,A risque
CLIENT_1107,40,Deschamps,M,2024-02-02,2025-12-09,55.78,4,13.95,Social,15,True,2,0,Mode,6,1,4,55.78,5,4,2,542,3,Loyal
CLIENT_1108,21,Grenier,F,2024-03-01,2024-07-08,44.9,2,22.45,Email,8,False,5,516,Électronique,10,520,2,44.9,2,2,2,222,4,Dormant
CLIENT_1109,22,Sainte Margotboeuf,M,2024-08-15,2025-07-23,36.33,4,9.08,SEA,25,True,2,129,Loisirs,7,140,4,36.33,4,4,1,441,1,A risque
CLIENT_1110,62,Maillard,F,2024-08-03,2025-10-03,111.92,3,37.31,Social,15,True,2,59,Électronique,9,68,3,111.92,4,3,3,433,1,A risque
CLIENT_1111,47,Sanchez,M,2024-09-24,2024-09-25,98.91,2,49.45,Social,15,True,4,426,Électronique,2,441,2,98.91,2,2,3,223,4,Dormant
CLIENT_1112,75,Baudry,F,2024-12-19,2025-02-17,1301.59,4,325.4,Social,15,True,5,268,Mode,5,296,4,1301.59,3,4,5,345,0,A risque
CLIENT_1113,33,Barbenec,F,2023-05-21,2024-03-10,164.44,8,20.55,Email,8,True,5,616,Alimentation,3,640,8,164.44,2,5,4,254,1,A risque
CLIENT_1114,43,Gimenez,M,2025-05-03,2025-12-09,60.91,2,30.45,Reference,5,True,2,0,Maison,9,1,2,60.91,5,2,2,522,2,Potentiel
CLIENT_1115,55,Grenier,M,2023-03-26,2023-10-10,124.36,4,31.09,Email,8,False,5,777,Mode,3,792,4,124.36,1,4,3,143,1,A risque
CLIENT_1116,38,Delorme,M,2024-11-23,2025-12-09,171.3,6,28.55,Social,15,True,5,0,Électronique,7,1,6,171.3,5,5,4,554,3,Loyal
CLIENT_1117,41,Sainte Christophe,M,2024-02-03,2024-03-30,207.26,2,103.63,SEA,25,False,5,601,Mode,3,620,2,207.26,2,2,4,224,4,Dormant
CLIENT_1118,21,Perret,M,2023-07-26,2024-02-01,200.61,8,25.08,Email,8,False,5,674,Alimentation,4,678,8,200.61,1,5,4,154,1,A risque
CLIENT_1119,33,Sainte Genevièvenec,M,2024-04-22,2024-11-11,246.71,2,123.36,SEA,25,False,4,372,Électronique,8,394,2,246.71,2,2,4,224,4,Dormant
CLIENT_1120,71,Delorme,M,2025-10-09,2025-11-27,125.76,4,31.44,Direct,0,True,4,0,Alimentation,2,13,4,125.76,4,4,3,443,3,Loyal
CLIENT_1121,37,Techer-la-Forêt,M,2024-08-13,2024-12-04,65.53,4,16.38,Social,15,True,4,369,Loisirs,6,371,4,65.53,3,4,2,342,1,A risque
CLIENT_1122,62,Sainte Margotboeuf,M,2024-07-23,2024-10-09,42.05,5,8.41,Email,8,True,2,405,Électronique,2,427,5,42.05,2,5,1,251,1,A risque
CLIENT_1123,31,Techer-la-Forêt,F,2025-05-12,2025-11-20,202.39,5,40.48,SEA,25,False,5,6,Maison,1,20,5,202.39,4,5,4,454,3,Loyal
CLIENT_1124,58,Hubert,F,2023-11-26,2024-08-10,64.59,2,32.3,Direct,0,False,3,479,Alimentation,3,487,2,64.59,2,2,2,222,4,Dormant
CLIENT_1125,37,Leconte-sur-Masson,M,2024-08-19,2024-09-11,94.75,6,15.79,Email,8,True,5,425,Mode,10,455,6,94.75,2,5,3,253,1,A risque
CLIENT_1126,26,Peronnec,F,2025-10-20,2025-12-09,109.75,8,13.72,Social,15,False,3,0,Mode,6,1,8,109.75,5,5,3,553,3,Loyal
CLIENT_1127,41,CaronBourg,M,2024-05-07,2024-12-05,234.91,1,234.91,Email,8,False,5,345,Mode,8,370,1,234.91,3,1,4,314,4,Dormant
CLIENT_1128,28,Deschamps,F,2024-04-16,2025-01-09,31.51,3,10.5,Social,15,True,3,329,Loisirs,9,335,3,31.51,3,3,1,331,1,A risque
CLIENT_1129,44,Sanchez,F,2023-08-20,2023-10-05,1099.25,4,274.81,Social,15,False,5,772,Électronique,3,797,4,1099.25,1,4,5,145,0,A risque
CLIENT_1130,33,Techer-la-Forêt,M,2024-08-24,2025-01-14,159.72,3,53.24,Social,15,False,2,314,Loisirs,2,330,3,159.72,3,3,4,334,1,A risque
CLIENT_1131,74,Sanchez,F,2023-02-16,2025-12-09,330.96,3,110.32,SEA,25,False,5,0,Mode,7,1,3,330.96,5,3,4,534,3,Loyal
CLIENT_1132,48,Sainte Margotboeuf,F,2023-06-14,2024-06-14,182.77,1,182.77,Social,15,False,3,516,Maison,8,544,1,182.77,2,1,4,214,4,Dormant
CLIENT_1133,18,Hubert,M,2024-07-13,2025-12-09,34.48,2,17.24,Social,15,False,4,0,Mode,2,1,2,34.48,5,2,1,521,2,Potentiel
CLIENT_1134,44,Sainte Genevièvenec,F,2023-07-23,2025-05-14,85.97,5,17.19,SEA,25,True,4,207,Électronique,9,210,5,85.97,3,5,3,353,1,A risque
CLIENT_1135,37,Barbenec,F,2023-04-25,2023-11-29,264.76,1,264.76,Social,15,True,3,730,Mode,9,742,1,264.76,1,1,4,114,4,Dormant
CLIENT_1136,48,Sanchez,F,2023-01-20,2023-11-12,387.61,5,77.52,SEA,25,False,5,736,Alimentation,5,759,5,387.61,1,5,5,155,1,A risque
CLIENT_1137,60,Maillard,M,2023-06-17,2024-05-29,107.11,3,35.7,SEA,25,False,4,557,Maison,9,560,3,107.11,2,3,3,233,1,A risque
CLIENT_1138,45,BonninVille,M,2023-07-27,2023-12-05,5105.45,2,2552.72,SEA,25,True,5,728,Maison,2,736,2,5105.45,1,2,5,125,0,A risque
CLIENT_1139,19,Delorme,M,2025-11-04,2025-12-01,675.43,3,225.14,Social,15,True,5,0,Mode,6,9,3,675.43,4,3,5,435,0,A risque
CLIENT_1140,38,Maillard,F,2024-08-16,2025-01-07,2701.69,4,675.42,Direct,0,True,5,327,Loisirs,4,337,4,2701.69,3,4,5,345,0,A risque
CLIENT_1141,55,Gimenez,M,2025-11-15,2025-12-09,56.65,5,11.33,Email,8,True,4,0,Maison,1,1,5,56.65,5,5,2,552,3,Loyal
CLIENT_1142,44,Maillard,F,2023-10-14,2023-11-10,124.06,3,41.35,Social,15,True,5,731,Loisirs,9,761,3,124.06,1,3,3,133,1,A risque
CLIENT_1143,18,Delorme,M,2023-10-13,2023-11-06,45.8,2,22.9,Reference,5,False,3,752,Alimentation,9,765,2,45.8,1,2,2,122,4,Dormant
CLIENT_1144,33,Deschamps,M,2024-12-22,2025-09-01,47.05,2,23.52,SEA,25,False,4,83,Électronique,10,100,2,47.05,4,2,2,422,4,Dormant
CLIENT_1145,61,Leconte-sur-Masson,F,2023-06-23,2023-07-07,5505.09,4,1376.27,Email,8,False,5,868,Mode,2,887,4,5505.09,1,4,5,145,0,A risque
CLIENT_1146,33,Deschamps,F,2024-07-28,2024-08-09,31.83,1,31.83,SEA,25,True,3,464,Alimentation,2,488,1,31.83,2,1,1,211,4,Dormant
CLIENT_1147,44,Deschamps,M,2025-01-25,2025-09-17,51.35,2,25.68,Social,15,False,4,59,Mode,3,84,2,51.35,4,2,2,422,4,Dormant
CLIENT_1148,33,Leconte-sur-Masson,F,2023-08-19,2023-11-03,147.99,7,21.14,Direct,0,False,3,760,Loisirs,6,768,7,147.99,1,5,4,154,1,A risque
CLIENT_1149,24,Techer-la-Forêt,F,2024-06-03,2024-12-03,144.85,5,28.97,Social,15,True,3,352,Mode,3,372,5,144.85,3,5,4,354,1,A risque
CLIENT_1150,41,Peronnec,M,2023-01-10,2024-06-29,50.79,2,25.39,SEA,25,True,4,516,Maison,2,529,2,50.79,2,2,2,222,4,Dormant
CLIENT_1151,18,Hubert,M,2023-01-06,2023-11-10,84.18,2,42.09,Direct,0,True,3,738,Mode,1,761,2,84.18,1,2,3,123,4,Dormant
CLIENT_1152,35,Gimenez,M,2025-01-19,2025-02-26,71.23,1,71.23,Social,15,False,2,269,Mode,2,287,1,71.23,3,1,3,313,4,Dormant
CLIENT_1153,18,Baudry,F,2024-05-25,2024-11-30,284.19,4,71.05,Email,8,False,3,371,Mode,10,375,4,284.19,3,4,4,344,1,A risque
CLIENT_1154,37,Baudry,F,2025-03-21,2025-05-25,644.4,2,322.2,Social,15,False,5,184,Mode,5,199,2,644.4,3,2,5,325,0,A risque
CLIENT_1155,58,Grenier,M,2025-08-29,2025-09-03,40.81,2,20.41,SEA,25,True,3,67,Maison,9,98,2,40.81,4,2,1,421,4,Dormant
CLIENT_1156,33,Baudry,F,2023-11-05,2024-05-26,1110.21,2,555.11,Social,15,True,4,541,Mode,5,563,2,1110.21,2,2,5,225,0,A risque
CLIENT_1157,48,Delorme,M,2023-09-08,2024-02-02,1362.97,2,681.49,Email,8,True,5,653,Alimentation,4,677,2,1362.97,1,2,5,125,0,A risque
CLIENT_1158,18,Maillard,M,2024-05-23,2025-07-09,37.2,2,18.6,Email,8,True,4,131,Loisirs,4,154,2,37.2,3,2,1,321,4,Dormant
