ClientID,Age,Location,Gender,DatePremierAchat,DateDernierAchat,MontantTotalDepense,FrequenceAchats,PanierMoyen,Canal,CAC_Estime,Newsletter,ScoreSatisfaction,DerniereVisiteSite,CategoriePreferee,ProduitsDifferentsAchetes
CLIENT_0939,59,Gimenez,F,2025-08-22,2025-12-09,498.55,4,124.64,Social,15,True,3,0,Mode,5
CLIENT_0940,18,CaronBourg,F,2023-02-20,2023-03-28,160.61,3,53.54,Social,15,True,2,981,Maison,5
CLIENT_0941,34,Hubert,M,2023-01-16,2023-08-21,87.44,5,17.49,Direct,0,True,5,830,Mode,5
CLIENT_0942,21,Deschamps,M,2024-08-12,2025-06-05,39.09,5,7.82,SEA,25,True,2,182,Loisirs,8
CLIENT_0943,18,Sainte Christophe,F,2024-05-13,2025-05-11,10321.41,4,2580.35,Email,8,True,5,209,Maison,2
CLIENT_0944,50,Barbenec,M,2024-02-18,2024-04-20,110.26,2,55.13,Direct,0,True,3,569,Mode,1
CLIENT_0945,22,Meunier,M,2023-12-02,2024-12-28,211.91,2,105.95,Email,8,True,5,329,Électronique,8
CLIENT_0946,32,Deschamps,F,2023-11-18,2024-07-27,61.42,5,12.28,Social,15,True,4,475,Électronique,8
CLIENT_0947,53,CaronBourg,M,2023-06-12,2025-03-10,142.18,1,142.18,Direct,0,True,4,251,Maison,2
CLIENT_0948,49,Perret,M,2025-11-24,2025-12-09,37.99,5,7.6,Reference,5,True,4,0,Maison,8
CLIENT_0949,44,Peronnec,F,2023-07-25,2023-10-13,2511.33,1,2511.33,Direct,0,True,5,763,Mode,4
CLIENT_0950,51,Grenier,F,2023-04-11,2024-06-21,486.0,5,97.2,Email,8,True,5,526,Loisirs,6
CLIENT_0951,23,Baudry,M,2023-05-15,2024-01-10,72.43,8,9.05,SEA,25,True,4,673,Maison,2
CLIENT_0952,58,Peronnec,F,2023-06-06,2025-03-11,85.39,3,28.46,Social,15,True,3,270,Mode,3
CLIENT_0953,40,Sainte Margotboeuf,F,2024-08-26,2025-04-12,5325.8,3,1775.27,Direct,0,False,4,217,Alimentation,10
CLIENT_0954,48,Sainte Genevièvenec,M,2023-04-01,2023-07-18,95.29,2,47.65,Social,15,True,5,852,Alimentation,8
CLIENT_0955,27,Deschamps,M,2025-07-09,2025-12-09,279.36,5,55.87,Social,15,True,4,0,Mode,1
CLIENT_0956,50,Peronnec,M,2024-06-08,2025-06-09,39.75,2,19.88,Social,15,True,4,170,Alimentation,8
CLIENT_0957,52,Sainte Margotboeuf,M,2023-12-24,2024-06-14,363.04,2,181.52,Email,8,False,5,520,Maison,4
CLIENT_0958,40,Leconte-sur-Masson,M,2023-04-13,2023-09-19,65.07,1,65.07,Reference,5,True,3,792,Loisirs,7
CLIENT_0959,54,Baudry,F,2024-07-25,2024-08-06,92.84,6,15.47,Direct,0,False,4,487,Maison,4
CLIENT_0960,55,Sanchez,F,2025-10-09,2025-12-09,49.48,2,24.74,Social,15,True,4,0,Alimentation,1
CLIENT_0961,53,Sanchez,M,2023-09-03,2024-11-23,71.25,2,35.62,Social,15,True,4,375,Mode,2
CLIENT_0962,36,Meunier,M,2023-12-16,2024-08-13,44.13,4,11.03,Social,15,False,5,476,Alimentation,4
CLIENT_0963,41,Baudry,F,2025-11-05,2025-12-09,32.8,1,32.8,Reference,5,True,5,0,Mode,6
CLIENT_0964,29,Sainte Genevièvenec,F,2025-09-14,2025-12-09,71.71,2,35.85,Social,15,True,3,0,Alimentation,9
CLIENT_0965,53,Barbenec,M,2025-08-22,2025-12-09,345.91,1,345.91,SEA,25,True,5,0,Mode,6
CLIENT_0966,18,Barbenec,F,2025-06-05,2025-11-22,62.51,5,12.5,Social,15,True,3,15,Mode,8
CLIENT_0967,40,Delorme,F,2023-05-12,2023-12-26,72.48,2,36.24,Social,15,False,2,707,Mode,9
CLIENT_0968,49,Sainte Genevièvenec,F,2023-04-11,2025-12-09,34.89,5,6.98,Social,15,True,3,0,Mode,2
CLIENT_0969,41,Meunier,M,2023-10-16,2023-11-18,47.34,2,23.67,Reference,5,True,3,726,Électronique,5
CLIENT_0970,60,Leconte-sur-Masson,F,2023-09-08,2024-01-07,30.76,1,30.76,Direct,0,False,3,702,Alimentation,1
CLIENT_0971,48,Sainte Genevièvenec,F,2025-03-31,2025-08-28,40.93,7,5.85,Social,15,True,4,81,Loisirs,3
CLIENT_0972,56,Sainte Genevièvenec,M,2022-12-29,2023-01-17,91.54,3,30.51,Email,8,False,3,1049,Maison,5
CLIENT_0973,20,Deschamps,M,2024-11-17,2025-06-28,137.94,3,45.98,Email,8,False,5,152,Mode,10
CLIENT_0974,39,Deschamps,M,2025-10-25,2025-12-09,33.38,3,11.13,SEA,25,False,1,0,Électronique,8
CLIENT_0975,18,Deschamps,F,2023-11-04,2024-03-09,77.28,1,77.28,Direct,0,True,2,614,Mode,2
CLIENT_0976,31,Sainte Genevièvenec,M,2023-08-09,2023-12-18,25551.17,2,12775.58,Email,8,False,5,709,Mode,7
CLIENT_0977,28,Sainte Christophe,F,2022-12-22,2023-05-23,39.79,1,39.79,Reference,5,True,5,905,Mode,2
CLIENT_0978,33,Deschamps,M,2023-01-04,2023-01-25,1352.15,3,450.72,Social,15,True,5,1048,Électronique,8
CLIENT_0979,21,Sainte Christophe,M,2023-04-21,2024-07-18,42.69,3,14.23,Social,15,True,2,499,Loisirs,1
CLIENT_0980,63,Perret,M,2023-07-31,2023-11-30,1045.67,4,261.42,SEA,25,True,5,717,Loisirs,8
CLIENT_0981,40,Sanchez,F,2025-01-12,2025-12-09,50.92,2,25.46,Email,8,True,3,0,Alimentation,2
CLIENT_0982,56,Leconte-sur-Masson,M,2025-06-05,2025-06-16,42.24,4,10.56,Direct,0,False,3,152,Mode,7
CLIENT_0983,36,Leconte-sur-Masson,M,2023-01-25,2023-03-18,68.78,4,17.2,Direct,0,True,4,984,Mode,10
CLIENT_0984,18,Meunier,M,2024-04-23,2024-10-31,50.56,1,50.56,Email,8,True,5,393,Maison,10
CLIENT_0985,23,Deschamps,M,2025-05-15,2025-09-18,146.28,1,146.28,Direct,0,True,4,77,Maison,4
CLIENT_0986,49,Perret,M,2023-01-13,2023-02-22,40.16,2,20.08,Reference,5,True,5,999,Mode,6
CLIENT_0987,52,Grenier,F,2024-08-28,2024-10-03,77.4,2,38.7,Direct,0,False,3,413,Électronique,8
CLIENT_0988,75,Sanchez,F,2024-05-22,2025-03-01,256.02,1,256.02,Direct,0,True,5,259,Alimentation,4
CLIENT_0989,44,Baudry,M,2023-10-21,2024-05-07,45.84,10,4.58,SEA,25,False,3,573,Alimentation,2
CLIENT_0990,51,Peronnec,M,2023-03-01,2023-08-31,63.67,4,15.92,Social,15,True,4,809,Mode,7
CLIENT_0991,30,BonninVille,M,2024-03-29,2024-06-15,32.0,2,16.0,Direct,0,False,3,521,Alimentation,3
CLIENT_0992,51,Sainte Christophe,F,2025-04-13,2025-11-06,545.93,5,109.19,Direct,0,False,4,24,Maison,1
CLIENT_0993,56,Maillard,M,2023-10-24,2024-05-27,2566.35,5,513.27,Email,8,True,3,561,Maison,5
CLIENT_0994,46,Deschamps,M,2023-10-31,2024-03-11,1237.76,3,412.59,SEA,25,False,4,622,Alimentation,8
CLIENT_0995,24,Peronnec,F,2023-03-04,2024-04-12,56.51,1,56.51,Social,15,True,4,580,Électronique,7
CLIENT_0996,47,Deschamps,F,2023-11-19,2023-11-29,517.2,3,172.4,Reference,5,False,5,713,Loisirs,3
CLIENT_0997,30,Barbenec,M,2024-06-30,2025-12-09,42.46,4,10.62,Social,15,True,2,0,Loisirs,1
CLIENT_0998,49,Perret,F,2024-06-02,2024-06-12,33.82,4,8.46,Email,8,True,2,524,Électronique,4
CLIENT_0999,41,Sanchez,F,2024-05-02,2024-12-03,50.19,3,16.73,Reference,5,True,5,347,Mode,2
CLIENT_1000,43,Hubert,F,2023-11-17,2024-03-28,47.51,7,6.79,Direct,0,True,4,609,Loisirs,9
CLIENT_1001,67,Techer-la-Forêt,F,2025-07-17,2025-12-09,194.23,3,64.74,Email,8,False,3,0,Maison,6
CLIENT_1002,18,Sainte Genevièvenec,F,2022-12-10,2023-07-02,44.3,1,44.3,SEA,25,True,3,879,Loisirs,5
CLIENT_1003,25,Sainte Genevièvenec,F,2024-07-31,2025-11-16,345.02,5,69.0,Direct,0,False,4,0,Alimentation,10
CLIENT_1004,42,Grenier,F,2025-09-09,2025-11-10,45.33,3,15.11,SEA,25,True,3,11,Loisirs,3
CLIENT_1005,37,Delorme,F,2023-10-27,2023-12-31,209.47,2,104.73,Email,8,False,4,704,Loisirs,8
CLIENT_1006,23,Leconte-sur-Masson,F,2023-03-12,2023-08-15,197.68,4,49.42,Social,15,True,3,839,Alimentation,3
CLIENT_1007,34,Gimenez,F,2023-10-16,2024-07-04,38.82,5,7.76,SEA,25,False,3,519,Mode,4
CLIENT_1008,46,Perret,M,2025-08-11,2025-12-09,127.45,4,31.86,Social,15,True,3,0,Loisirs,7
CLIENT_1009,43,Barbenec,M,2025-02-07,2025-04-08,1429.64,4,357.41,Social,15,False,5,216,Mode,4
CLIENT_1010,35,Hubert,M,2025-04-06,2025-12-09,83.01,3,27.67,Email,8,True,4,0,Alimentation,7
CLIENT_1011,22,Grenier,F,2025-09-24,2025-12-09,128.9,4,32.23,Direct,0,True,4,0,Maison,5
CLIENT_1012,60,Techer-la-Forêt,M,2024-02-11,2024-04-14,51.08,4,12.77,Email,8,False,5,590,Mode,8
CLIENT_1013,60,Sanchez,F,2023-02-21,2024-06-03,36.74,2,18.37,Email,8,False,2,538,Maison,6
CLIENT_1014,37,Meunier,F,2023-12-31,2024-05-20,288.55,3,96.18,SEA,25,False,4,556,Maison,2
CLIENT_1015,38,BonninVille,M,2023-05-02,2023-09-26,61.48,5,12.3,Email,8,True,2,800,Loisirs,8
CLIENT_1016,32,Maillard,F,2025-04-23,2025-05-20,39.78,2,19.89,Social,15,True,3,175,Alimentation,6
CLIENT_1017,47,Baudry,F,2024-11-19,2025-08-25,35.05,1,35.05,SEA,25,True,4,96,Maison,4
CLIENT_1018,59,BonninVille,M,2025-07-31,2025-12-09,53.31,3,17.77,Email,8,True,3,0,Mode,10
CLIENT_1019,46,CaronBourg,M,2024-07-18,2025-12-09,43.21,1,43.21,Reference,5,True,4,0,Alimentation,7
CLIENT_1020,38,Deschamps,F,2024-10-24,2025-07-09,78.54,1,78.54,Email,8,False,5,151,Alimentation,1
CLIENT_1021,47,Deschamps,M,2025-06-26,2025-10-22,128.7,4,32.17,Email,8,False,3,22,Alimentation,4
CLIENT_1022,54,Deschamps,M,2024-01-12,2024-04-27,41.98,2,20.99,Email,8,True,4,588,Alimentation,6
CLIENT_1023,50,Gimenez,F,2024-11-13,2025-01-11,53.74,3,17.91,Social,15,True,3,303,Électronique,5
CLIENT_1024,44,CaronBourg,F,2023-06-11,2024-06-04,212.86,4,53.22,Email,8,True,5,529,Loisirs,9
CLIENT_1025,42,Deschamps,F,2024-12-07,2025-04-09,110.46,2,55.23,Email,8,True,3,241,Alimentation,9
CLIENT_1026,51,Maillard,M,2025-10-15,2025-12-09,46.08,4,11.52,SEA,25,True,3,0,Maison,1
CLIENT_1027,38,Perret,F,2025-11-21,2025-12-09,62.35,2,31.18,Direct,0,True,4,0,Maison,8
CLIENT_1028,41,Sanchez,M,2023-12-07,2024-01-20,191.52,4,47.88,Social,15,True,4,666,Loisirs,9
CLIENT_1029,43,Baudry,F,2023-10-06,2023-12-18,380.93,3,126.98,Social,15,False,5,707,Électronique,1
CLIENT_1030,47,Baudry,F,2023-04-11,2023-08-05,30.68,4,7.67,Social,15,True,4,852,Maison,1
CLIENT_1031,18,Sainte Christophe,F,2025-01-30,2025-04-20,70.08,3,23.36,SEA,25,True,4,220,Mode,7
CLIENT_1032,39,Maillard,M,2024-12-26,2025-04-17,298.18,5,59.64,Social,15,True,4,212,Mode,2
CLIENT_1033,57,Gimenez,F,2025-08-31,2025-12-09,40.41,2,20.2,Email,8,True,3,0,Alimentation,6
CLIENT_1034,63,CaronBourg,F,2023-07-20,2023-07-30,223.96,1,223.96,Social,15,False,5,849,Loisirs,6
CLIENT_1035,25,CaronBourg,F,2025-01-02,2025-06-24,62.94,4,15.73,Email,8,True,5,160,Électronique,10
CLIENT_1036,43,Sainte Christophe,M,2023-03-20,2024-06-29,303.59,6,50.6,Email,8,False,5,519,Électronique,2
CLIENT_1037,35,Grenier,M,2025-09-02,2025-12-09,35.4,1,35.4,Email,8,True,4,0,Mode,8
CLIENT_1038,39,CaronBourg,M,2024-09-19,2025-02-14,476.72,1,476.72,SEA,25,True,5,281,Électronique,6
CLIENT_1039,48,Peronnec,M,2023-08-24,2024-01-14,88.85,2,44.42,Direct,0,False,4,687,Loisirs,1
CLIENT_1040,30,Hubert,M,2022-12-21,2023-05-06,693.69,3,231.23,Social,15,True,3,927,Loisirs,9
CLIENT_1041,18,Deschamps,F,2023-03-08,2025-12-09,52.76,5,10.55,Email,8,False,3,0,Mode,6
CLIENT_1042,60,Sanchez,M,2023-08-14,2024-02-21,53.75,3,17.92,Email,8,True,3,651,Électronique,6
CLIENT_1043,25,Baudry,M,2023-09-23,2024-10-25,34.01,4,8.5,Reference,5,True,3,383,Loisirs,2
CLIENT_1044,37,Meunier,F,2025-08-10,2025-11-20,44.24,1,44.24,SEA,25,True,4,0,Mode,3
CLIENT_1045,21,Sainte Genevièvenec,F,2024-03-25,2025-02-09,84.39,2,42.2,Social,15,True,5,286,Mode,9
CLIENT_1046,44,Hubert,F,2023-04-30,2023-08-19,111.99,7,16.0,Email,8,True,4,833,Mode,3
CLIENT_1047,22,Meunier,M,2024-09-19,2024-09-27,120.3,3,40.1,SEA,25,True,1,430,Loisirs,2
CLIENT_1048,56,BonninVille,M,2024-01-08,2024-04-12,70.55,1,70.55,SEA,25,False,1,599,Alimentation,2
CLIENT_1049,35,Delorme,M,2023-10-16,2024-04-11,942.27,2,471.13,SEA,25,True,3,598,Alimentation,4
CLIENT_1050,24,Gimenez,M,2023-07-03,2023-10-20,130.79,3,43.6,Reference,5,True,5,776,Maison,3
CLIENT_1051,35,Baudry,F,2023-11-23,2024-07-07,34.67,5,6.93,Social,15,True,3,519,Électronique,10
CLIENT_1052,18,BonninVille,F,2024-04-16,2024-05-11,3570.56,2,1785.28,SEA,25,False,4,549,Électronique,2
CLIENT_1053,57,BonninVille,M,2024-04-29,2025-12-04,50.8,2,25.4,Direct,0,True,4,0,Mode,8
CLIENT_1054,32,Hubert,M,2025-10-27,2025-12-09,4303.14,2,2151.57,SEA,25,False,3,0,Maison,5
CLIENT_1055,36,Sanchez,F,2024-09-09,2025-06-25,186.01,4,46.5,Social,15,False,5,145,Électronique,10
CLIENT_1056,29,Techer-la-Forêt,M,2023-12-21,2025-02-02,82.23,2,41.12,Email,8,False,4,280,Électronique,3
CLIENT_1057,43,Barbenec,F,2025-08-08,2025-12-09,270.72,4,67.68,Email,8,True,5,0,Mode,9
CLIENT_1058,48,Baudry,F,2023-04-20,2023-06-02,37.28,3,12.43,Email,8,True,3,892,Loisirs,9
CLIENT_1059,51,Hubert,M,2023-10-18,2024-03-06,200.05,2,100.03,SEA,25,True,2,630,Électronique,2
CLIENT_1060,53,Meunier,F,2025-01-17,2025-09-21,49.34,2,24.67,Social,15,True,4,72,Maison,3
CLIENT_1061,53,Grenier,M,2024-03-18,2025-12-09,57.49,1,57.49,Direct,0,True,4,0,Alimentation,10
CLIENT_1062,43,Grenier,F,2024-09-16,2024-12-13,70.42,1,70.42,Email,8,True,2,349,Loisirs,3
CLIENT_1063,37,Sainte Margotboeuf,F,2025-08-29,2025-10-28,13013.65,1,13013.65,Direct,0,True,5,16,Loisirs,6
CLIENT_1064,53,Deschamps,F,2025-09-20,2025-12-05,31.74,2,15.87,Social,15,False,3,0,Maison,2
CLIENT_1065,42,Meunier,M,2024-02-29,2024-09-16,281.04,2,140.52,SEA,25,True,2,441,Alimentation,10
CLIENT_1066,28,Hubert,F,2025-07-19,2025-12-09,38.89,2,19.45,Social,15,False,2,0,Loisirs,9
CLIENT_1067,18,Techer-la-Forêt,M,2025-08-15,2025-12-09,150.21,1,150.21,Email,8,True,5,0,Maison,5
CLIENT_1068,39,Leconte-sur-Masson,F,2025-07-15,2025-10-11,12742.1,5,2548.42,Social,15,True,5,37,Mode,6
CLIENT_1069,33,Baudry,F,2025-04-21,2025-05-17,21029.08,4,5257.27,Social,15,True,5,195,Électronique,2
CLIENT_1070,62,Perret,F,2023-02-21,2023-09-24,224.05,4,56.01,Social,15,False,3,803,Électronique,1
CLIENT_1071,46,Maillard,F,2024-05-17,2024-12-23,34.08,3,11.36,SEA,25,False,5,350,Alimentation,9
CLIENT_1072,46,Gimenez,M,2024-07-10,2024-07-19,13608.56,2,6804.28,Social,15,True,5,489,Électronique,3
CLIENT_1073,24,Barbenec,M,2022-12-24,2024-04-08,9447.51,2,4723.76,Email,8,True,4,586,Alimentation,2
CLIENT_1074,58,Sainte Genevièvenec,M,2025-03-13,2025-12-09,33.71,6,5.62,Social,15,True,5,0,Électronique,4
CLIENT_1075,34,Sainte Christophe,M,2025-06-26,2025-12-09,333.88,6,55.65,Reference,5,False,5,0,Mode,1
CLIENT_1076,56,Peronnec,F,2023-11-16,2023-12-09,43.81,1,43.81,Social,15,True,3,712,Loisirs,2
CLIENT_1077,53,Meunier,M,2024-01-06,2024-06-15,1473.79,1,1473.79,SEA,25,True,5,538,Électronique,5
CLIENT_1078,49,Hubert,M,2024-02-08,2025-12-09,512.22,4,128.06,SEA,25,True,5,0,Loisirs,3
CLIENT_1079,45,Sanchez,F,2025-11-20,2025-12-09,58.23,2,29.11,Email,8,True,4,0,Mode,7
CLIENT_1080,42,Leconte-sur-Masson,M,2024-10-20,2025-12-09,48.4,3,16.13,Email,8,False,3,0,Loisirs,8
CLIENT_1081,35,Grenier,F,2023-09-14,2025-11-21,1587.86,1,1587.86,Email,8,True,5,9,Mode,8
CLIENT_1082,47,Perret,M,2024-08-09,2024-08-13,38.06,5,7.61,Email,8,True,3,479,Mode,4
CLIENT_1083,35,Meunier,F,2023-08-10,2024-04-09,170.51,2,85.25,Email,8,False,3,599,Mode,6
CLIENT_1084,69,Sainte Christophe,M,2023-06-21,2024-03-09,234.98,3,78.33,Social,15,True,3,615,Loisirs,6
CLIENT_1085,29,Meunier,M,2023-03-19,2024-02-16,169.1,1,169.1,Email,8,False,4,654,Loisirs,2
CLIENT_1086,67,Sainte Margotboeuf,M,2023-08-25,2024-11-19,347.74,3,115.91,SEA,25,False,5,367,Alimentation,4
CLIENT_1087,63,Techer-la-Forêt,F,2025-08-11,2025-08-23,139.72,3,46.57,Direct,0,False,2,92,Électronique,9
CLIENT_1088,30,Gimenez,F,2023-03-26,2023-04-22,535.76,1,535.76,Social,15,False,5,956,Loisirs,6
CLIENT_1089,27,Leconte-sur-Masson,F,2023-01-21,2024-08-27,33.26,4,8.31,Direct,0,False,3,457,Mode,6
CLIENT_1090,62,Hubert,M,2025-11-23,2025-12-09,56.92,5,11.38,SEA,25,True,3,0,Maison,3
CLIENT_1091,23,Techer-la-Forêt,F,2023-02-27,2023-12-22,403.86,1,403.86,SEA,25,True,5,695,Maison,8
CLIENT_1092,43,Meunier,F,2024-01-01,2025-12-09,152.21,1,152.21,Social,15,True,5,0,Mode,10
CLIENT_1093,53,Sainte Margotboeuf,M,2025-08-25,2025-11-20,183.85,4,45.96,Reference,5,True,5,0,Alimentation,7
CLIENT_1094,28,Meunier,M,2023-03-14,2023-03-25,47.78,2,23.89,SEA,25,False,3,973,Alimentation,4
CLIENT_1095,31,Leconte-sur-Masson,M,2024-10-26,2025-12-09,80.48,2,40.24,Reference,5,True,4,0,Électronique,4
CLIENT_1096,43,Leconte-sur-Masson,F,2023-08-24,2024-01-10,40.69,1,40.69,Direct,0,False,4,676,Loisirs,2
CLIENT_1097,18,Deschamps,F,2025-07-27,2025-08-21,313.8,1,313.8,SEA,25,False,5,87,Loisirs,4
CLIENT_1098,18,Techer-la-Forêt,M,2025-11-03,2025-12-09,302.13,4,75.53,Direct,0,True,4,0,Alimentation,10
CLIENT_1099,35,Sainte Genevièvenec,M,2025-03-24,2025-09-08,37.27,2,18.64,Reference,5,False,3,89,Loisirs,4
CLIENT_1100,59,Techer-la-Forêt,M,2023-05-29,2023-12-08,40.31,2,20.16,Social,15,False,2,709,Mode,6
CLIENT_1101,20,Sanchez,M,2024-11-05,2025-02-06,132.86,1,132.86,Email,8,True,3,289,Alimentation,1
CLIENT_1102,72,Maillard,M,2024-09-21,2025-11-09,4376.14,2,2188.07,Direct,0,False,5,16,Alimentation,1
CLIENT_1103,21,Sainte Margotboeuf,M,2023-10-18,2025-02-21,49.54,5,9.91,Social,15,True,5,272,Mode,10
CLIENT_1104,34,Grenier,M,2023-05-15,2025-04-26,72.0,2,36.0,Direct,0,False,4,213,Alimentation,10
CLIENT_1105,43,Peronnec,F,2025-06-28,2025-12-09,131.57,5,26.31,Social,15,False,5,0,Loisirs,7
CLIENT_1106,18,Techer-la-Forêt,F,2023-05-31,2024-02-14,1218.56,4,304.64,Social,15,True,5,639,Alimentation,2
CLIENT_1107,40,Deschamps,M,2024-02-02,2025-12-09,55.78,4,13.95,Social,15,True,2,0,Mode,6
CLIENT_1108,21,Grenier,F,2024-03-01,2024-07-08,44.9,2,22.45,Email,8,False,5,516,Électronique,10
CLIENT_1109,22,Sainte Margotboeuf,M,2024-08-15,2025-07-23,36.33,4,9.08,SEA,25,True,2,129,Loisirs,7
CLIENT_1110,62,Maillard,F,2024-08-03,2025-10-03,111.92,3,37.31,Social,15,True,2,59,Électronique,9
CLIENT_1111,47,Sanchez,M,2024-09-24,2024-09-25,98.91,2,49.45,Social,15,True,4,426,Électronique,2
CLIENT_1112,75,Baudry,F,2024-12-19,2025-02-17,1301.59,4,325.4,Social,15,True,5,268,Mode,5
CLIENT_1113,33,Barbenec,F,2023-05-21,2024-03-10,164.44,8,20.55,Email,8,True,5,616,Alimentation,3
CLIENT_1114,43,Gimenez,M,2025-05-03,2025-12-09,60.91,2,30.45,Reference,5,True,2,0,Maison,9
CLIENT_1115,55,Grenier,M,2023-03-26,2023-10-10,124.36,4,31.09,Email,8,False,5,777,Mode,3
CLIENT_1116,38,Delorme,M,2024-11-23,2025-12-09,171.3,6,28.55,Social,15,True,5,0,Électronique,7
CLIENT_1117,41,Sainte Christophe,M,2024-02-03,2024-03-30,207.26,2,103.63,SEA,25,False,5,601,Mode,3
CLIENT_1118,21,Perret,M,2023-07-26,2024-02-01,200.61,8,25.08,Email,8,False,5,674,Alimentation,4
CLIENT_1119,33,Sainte Genevièvenec,M,2024-04-22,2024-11-11,246.71,2,123.36,SEA,25,False,4,372,Électronique,8
CLIENT_1120,71,Delorme,M,2025-10-09,2025-11-27,125.76,4,31.44,Direct,0,True,4,0,Alimentation,2
CLIENT_1121,37,Techer-la-Forêt,M,2024-08-13,2024-12-04,65.53,4,16.38,Social,15,True,4,369,Loisirs,6
CLIENT_1122,62,Sainte Margotboeuf,M,2024-07-23,2024-10-09,42.05,5,8.41,Email,8,True,2,405,Électronique,2
CLIENT_1123,31,Techer-la-Forêt,F,2025-05-12,2025-11-20,202.39,5,40.48,SEA,25,False,5,6,Maison,1
CLIENT_1124,58,Hubert,F,2023-11-26,2024-08-10,64.59,2,32.3,Direct,0,False,3,479,Alimentation,3
CLIENT_1125,37,Leconte-sur-Masson,M,2024-08-19,2024-09-11,94.75,6,15.79,Email,8,True,5,425,Mode,10
CLIENT_1126,26,Peronnec,F,2025-10-20,2025-12-09,109.75,8,13.72,Social,15,False,3,0,Mode,6
CLIENT_1127,41,CaronBourg,M,2024-05-07,2024-12-05,234.91,1,234.91,Email,8,False,5,345,Mode,8
CLIENT_1128,28,Deschamps,F,2024-04-16,2025-01-09,31.51,3,10.5,Social,15,True,3,329,Loisirs,9
CLIENT_1129,44,Sanchez,F,2023-08-20,2023-10-05,1099.25,4,274.81,Social,15,False,5,772,Électronique,3
CLIENT_1130,33,Techer-la-Forêt,M,2024-08-24,2025-01-14,159.72,3,53.24,Social,15,False,2,314,Loisirs,2
CLIENT_1131,74,Sanchez,F,2023-02-16,2025-12-09,330.96,3,110.32,SEA,25,False,5,0,Mode,7
CLIENT_1132,48,Sainte Margotboeuf,F,2023-06-14,2024-06-14,182.77,1,182.77,Social,15,False,3,516,Maison,8
CLIENT_1133,18,Hubert,M,2024-07-13,2025-12-09,34.48,2,17.24,Social,15,False,4,0,Mode,2
CLIENT_1134,44,Sainte Genevièvenec,F,2023-07-23,2025-05-14,85.97,5,17.19,SEA,25,True,4,207,Électronique,9
CLIENT_1135,37,Barbenec,F,2023-04-25,2023-11-29,264.76,1,264.76,Social,15,True,3,730,Mode,9
CLIENT_1136,48,Sanchez,F,2023-01-20,2023-11-12,387.61,5,77.52,SEA,25,False,5,736,Alimentation,5
CLIENT_1137,60,Maillard,M,2023-06-17,2024-05-29,107.11,3,35.7,SEA,25,False,4,557,Maison,9
CLIENT_1138,45,BonninVille,M,2023-07-27,2023-12-05,5105.45,2,2552.72,SEA,25,True,5,728,Maison,2
CLIENT_1139,19,Delorme,M,2025-11-04,2025-12-01,675.43,3,225.14,Social,15,True,5,0,Mode,6
CLIENT_1140,38,Maillard,F,2024-08-16,2025-01-07,2701.69,4,675.42,Direct,0,True,5,327,Loisirs,4
CLIENT_1141,55,Gimenez,M,2025-11-15,2025-12-09,56.65,5,11.33,Email,8,True,4,0,Maison,1
CLIENT_1142,44,Maillard,F,2023-10-14,2023-11-10,124.06,3,41.35,Social,15,True,5,731,Loisirs,9
CLIENT_1143,18,Delorme,M,2023-10-13,2023-11-06,45.8,2,22.9,Reference,5,False,3,752,Alimentation,9
CLIENT_1144,33,Deschamps,M,2024-12-22,2025-09-01,47.05,2,23.52,SEA,25,False,4,83,Électronique,10
CLIENT_1145,61,Leconte-sur-Masson,F,2023-06-23,2023-07-07,5505.09,4,1376.27,Email,8,False,5,868,Mode,2
CLIENT_1146,33,Deschamps,F,2024-07-28,2024-08-09,31.83,1,31.83,SEA,25,True,3,464,Alimentation,2
CLIENT_1147,44,Deschamps,M,2025-01-25,2025-09-17,51.35,2,25.68,Social,15,False,4,59,Mode,3
CLIENT_1148,33,Leconte-sur-Masson,F,2023-08-19,2023-11-03,147.99,7,21.14,Direct,0,False,3,760,Loisirs,6
CLIENT_1149,24,Techer-la-Forêt,F,2024-06-03,2024-12-03,144.85,5,28.97,Social,15,True,3,352,Mode,3
CLIENT_1150,41,Peronnec,M,2023-01-10,2024-06-29,50.79,2,25.39,SEA,25,True,4,516,Maison,2
CLIENT_1151,18,Hubert,M,2023-01-06,2023-11-10,84.18,2,42.09,Direct,0,True,3,738,Mode,1
CLIENT_1152,35,Gimenez,M,2025-01-19,2025-02-26,71.23,1,71.23,Social,15,False,2,269,Mode,2
CLIENT_1153,18,Baudry,F,2024-05-25,2024-11-30,284.19,4,71.05,Email,8,False,3,371,Mode,10
CLIENT_1154,37,Baudry,F,2025-03-21,2025-05-25,644.4,2,322.2,Social,15,False,5,184,Mode,5
CLIENT_1155,58,Grenier,M,2025-08-29,2025-09-03,40.81,2,20.41,SEA,25,True,3,67,Maison,9
CLIENT_1156,33,Baudry,F,2023-11-05,2024-05-26,1110.21,2,555.11,Social,15,True,4,541,Mode,5
CLIENT_1157,48,Delorme,M,2023-09-08,2024-02-02,1362.97,2,681.49,Email,8,True,5,653,Alimentation,4
CLIENT_1158,18,Maillard,M,2024-05-23,2025-07-09,37.2,2,18.6,Email,8,True,4,131,Loisirs,4
CLIENT_1159,75,Maillard,F,2025-01-16,2025-10-30,47.35,3,15.78,Reference,5,True,3,31,Électronique,1
